id,treatment_match,costs,er_amount_total,dayXlocation,us_stu_insch,us_stu_edlvl,us_stu_grade,us_stu_edlvl_all,us_stu_female,us_stu_mig_rel,us_stu_age,us_stu_grade_all,us_stu_yearsofed,us_stu_mig_rel_child,us_stu_mig_rel_sib,us_stu_mig_rel_niece,us_stu_mig_rel_cousin,treatment_tmp1,treatment_tmp2
200059.0,1,0.0,0.0,1.18966,1.0,4.0,12.0,4.0,0.0,1.0,19.0,12.0,12.0,1.0,0.0,0.0,0.0,0.0,
200060.0,3,0.0,0.0,1.19008,1.0,4.0,11.0,4.0,1.0,2.0,18.0,11.0,11.0,0.0,1.0,0.0,0.0,1.0,1.0
200061.0,2,0.0,0.0,1.19008,1.0,5.0,2.0,5.0,1.0,2.0,17.0,2.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0
200063.0,1,0.0,0.0,1.18997,1.0,4.0,10.0,4.0,1.0,1.0,15.0,10.0,10.0,1.0,0.0,0.0,0.0,0.0,
200065.0,3,0.0,0.0,1.18997,1.0,4.0,12.0,4.0,0.0,4.0,17.0,12.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0
200066.0,3,600.0,800.0,1.18997,1.0,5.0,3.0,5.0,1.0,4.0,20.0,3.0,15.0,0.0,0.0,1.0,0.0,1.0,1.0
200067.0,2,0.0,0.0,1.18997,1.0,4.0,12.0,4.0,0.0,1.0,17.0,12.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
200069.0,2,0.0,0.0,1.18997,1.0,3.0,9.0,3.0,1.0,5.0,16.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0
200070.0,1,0.0,0.0,1.19008,1.0,4.0,11.0,4.0,0.0,1.0,17.0,11.0,11.0,1.0,0.0,0.0,0.0,0.0,
200071.0,3,0.0,0.0,1.19008,1.0,4.0,11.0,4.0,0.0,1.0,18.0,11.0,11.0,1.0,0.0,0.0,0.0,1.0,1.0
200072.0,1,0.0,0.0,1.19025,1.0,4.0,13.0,4.0,0.0,2.0,24.0,13.0,13.0,0.0,1.0,0.0,0.0,0.0,
200073.0,1,0.0,0.0,1.19025,1.0,6.0,4.0,6.0,1.0,4.0,19.0,4.0,16.0,0.0,0.0,1.0,0.0,0.0,
200074.0,2,0.0,0.0,1.19025,1.0,4.0,10.0,4.0,1.0,4.0,16.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0
200077.0,3,0.0,0.0,1.19008,1.0,3.0,9.0,3.0,0.0,4.0,15.0,9.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0
200078.0,3,0.0,0.0,1.19008,1.0,5.0,1.0,5.0,0.0,1.0,18.0,1.0,13.0,1.0,0.0,0.0,0.0,1.0,1.0
200080.0,3,0.0,0.0,1.19025,1.0,4.0,11.0,4.0,1.0,1.0,16.0,11.0,11.0,1.0,0.0,0.0,0.0,1.0,1.0
200088.0,1,0.0,0.0,1.1902,1.0,4.0,10.0,4.0,1.0,4.0,15.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,
200091.0,3,0.0,0.0,1.1902,1.0,4.0,12.0,4.0,0.0,1.0,17.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0
200092.0,1,0.0,0.0,1.1902,1.0,4.0,12.0,4.0,0.0,4.0,17.0,12.0,12.0,0.0,0.0,1.0,0.0,0.0,
200093.0,1,0.0,0.0,1.1902,1.0,3.0,9.0,3.0,0.0,4.0,16.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,
200094.0,3,0.0,0.0,1.1902,1.0,5.0,2.0,5.0,0.0,2.0,25.0,2.0,14.0,0.0,1.0,0.0,0.0,1.0,1.0
200095.0,2,0.0,0.0,1.1902,1.0,5.0,3.0,5.0,0.0,4.0,22.0,3.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0
200096.0,2,0.0,0.0,1.1902,1.0,5.0,2.0,5.0,0.0,1.0,20.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
200101.0,3,0.0,0.0,1.19025,1.0,4.0,11.0,4.0,1.0,4.0,17.0,11.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0
200102.0,1,0.0,0.0,1.19025,1.0,3.0,9.0,3.0,0.0,5.0,18.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,
200103.0,1,0.0,0.0,1.19025,1.0,4.0,10.0,4.0,1.0,4.0,15.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,
200104.0,2,0.0,0.0,1.19025,1.0,6.0,1.0,6.0,0.0,4.0,20.0,1.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0
200105.0,1,0.0,0.0,1.19025,1.0,3.0,9.0,3.0,1.0,4.0,15.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,
210006.0,1,0.0,0.0,1.18947,1.0,3.0,9.0,3.0,0.0,2.0,17.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,
210019.0,1,0.0,0.0,1.18947,1.0,4.0,10.0,4.0,0.0,4.0,17.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,
210020.0,3,0.0,0.0,1.18947,1.0,5.0,5.0,5.0,0.0,4.0,22.0,5.0,17.0,0.0,0.0,1.0,0.0,1.0,1.0
210028.0,3,0.0,0.0,1.18959,1.0,4.0,13.0,4.0,1.0,4.0,15.0,13.0,13.0,0.0,0.0,1.0,0.0,1.0,1.0
210031.0,1,0.0,0.0,1.18959,1.0,4.0,10.0,4.0,1.0,2.0,18.0,10.0,10.0,0.0,1.0,0.0,0.0,0.0,
210032.0,1,0.0,0.0,1.18959,1.0,5.0,2.0,5.0,0.0,3.0,19.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,
210036.0,3,0.0,0.0,1.18973,1.0,5.0,3.0,5.0,0.0,1.0,23.0,3.0,15.0,1.0,0.0,0.0,0.0,1.0,1.0
210037.0,3,0.0,0.0,1.18959,1.0,5.0,1.0,5.0,0.0,5.0,17.0,1.0,13.0,0.0,0.0,0.0,1.0,1.0,1.0
210038.0,1,0.0,0.0,1.18973,1.0,4.0,13.0,4.0,1.0,1.0,19.0,13.0,13.0,1.0,0.0,0.0,0.0,0.0,
210039.0,3,0.0,0.0,1.18973,1.0,4.0,10.0,4.0,0.0,4.0,16.0,10.0,10.0,0.0,0.0,1.0,0.0,1.0,1.0
210043.0,3,0.0,0.0,1.18973,1.0,4.0,12.0,4.0,1.0,1.0,18.0,12.0,12.0,1.0,0.0,0.0,0.0,1.0,1.0
210044.0,2,0.0,0.0,1.18959,1.0,5.0,1.0,5.0,0.0,5.0,22.0,1.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0
210046.0,1,0.0,0.0,1.18959,1.0,5.0,2.0,5.0,1.0,4.0,22.0,2.0,14.0,0.0,0.0,1.0,0.0,0.0,
210048.0,2,0.0,0.0,1.18973,1.0,4.0,13.0,4.0,0.0,5.0,18.0,13.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0
210049.0,3,0.0,0.0,1.18988,1.0,5.0,1.0,5.0,0.0,1.0,20.0,1.0,13.0,1.0,0.0,0.0,0.0,1.0,1.0
210050.0,1,0.0,0.0,1.18973,1.0,5.0,4.0,5.0,1.0,2.0,24.0,4.0,16.0,0.0,1.0,0.0,0.0,0.0,
210051.0,3,0.0,0.0,1.18973,1.0,4.0,12.0,4.0,0.0,4.0,19.0,12.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0
210052.0,1,0.0,0.0,1.18988,1.0,4.0,10.0,4.0,1.0,4.0,16.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,
210053.0,2,0.0,0.0,1.18988,1.0,4.0,11.0,4.0,0.0,4.0,16.0,11.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0
210058.0,3,1500.0,2000.0,1.18988,1.0,3.0,9.0,3.0,0.0,1.0,16.0,9.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0
210060.0,1,0.0,0.0,1.1897,1.0,4.0,10.0,4.0,1.0,2.0,17.0,10.0,10.0,0.0,1.0,0.0,0.0,0.0,
210061.0,1,0.0,0.0,1.18988,1.0,4.0,10.0,4.0,0.0,5.0,15.0,10.0,10.0,0.0,0.0,0.0,1.0,0.0,
210062.0,3,0.0,0.0,1.18988,1.0,5.0,2.0,5.0,1.0,1.0,20.0,2.0,14.0,1.0,0.0,0.0,0.0,1.0,1.0
210063.0,2,0.0,0.0,1.1897,1.0,4.0,13.0,4.0,1.0,1.0,19.0,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
210064.0,1,0.0,0.0,1.19003,1.0,4.0,10.0,4.0,1.0,4.0,17.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,
210065.0,3,0.0,0.0,1.19003,1.0,6.0,2.0,6.0,0.0,4.0,20.0,2.0,14.0,0.0,0.0,1.0,0.0,1.0,1.0
210066.0,2,0.0,0.0,1.19003,1.0,4.0,13.0,4.0,1.0,2.0,16.0,13.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0
210068.0,2,0.0,0.0,1.18996,1.0,4.0,10.0,4.0,0.0,4.0,15.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0
210069.0,3,0.0,0.0,1.18996,1.0,4.0,10.0,4.0,1.0,4.0,16.0,10.0,10.0,0.0,0.0,1.0,0.0,1.0,1.0
210071.0,3,0.0,0.0,1.18996,1.0,4.0,10.0,4.0,0.0,1.0,17.0,10.0,10.0,1.0,0.0,0.0,0.0,1.0,1.0
210072.0,2,0.0,0.0,1.1898,1.0,5.0,6.0,5.0,0.0,1.0,21.0,6.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0
210077.0,3,0.0,0.0,1.1898,1.0,5.0,3.0,5.0,1.0,2.0,23.0,3.0,15.0,0.0,1.0,0.0,0.0,1.0,1.0
210078.0,3,0.0,0.0,1.18996,1.0,5.0,2.0,5.0,1.0,2.0,21.0,2.0,14.0,0.0,1.0,0.0,0.0,1.0,1.0
210079.0,3,0.0,0.0,1.19003,1.0,4.0,11.0,4.0,1.0,4.0,16.0,11.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0
210080.0,1,0.0,0.0,1.1901,1.0,5.0,2.0,5.0,1.0,4.0,25.0,2.0,14.0,0.0,0.0,1.0,0.0,0.0,
210081.0,1,0.0,0.0,1.1901,1.0,4.0,10.0,4.0,1.0,2.0,14.0,10.0,10.0,0.0,1.0,0.0,0.0,0.0,
210082.0,2,0.0,0.0,1.19024,1.0,4.0,13.0,4.0,1.0,5.0,19.0,13.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0
210083.0,3,0.0,0.0,1.19003,1.0,5.0,3.0,5.0,1.0,2.0,21.0,3.0,15.0,0.0,1.0,0.0,0.0,1.0,1.0
210084.0,2,0.0,0.0,1.19003,1.0,5.0,1.0,5.0,0.0,4.0,19.0,1.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0
210085.0,1,0.0,0.0,1.19024,1.0,4.0,13.0,4.0,1.0,3.0,22.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,
210087.0,2,0.0,0.0,1.1901,1.0,4.0,11.0,4.0,0.0,4.0,15.0,11.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0
210090.0,3,225.0,300.0,1.1901,1.0,4.0,10.0,4.0,0.0,4.0,16.0,10.0,10.0,0.0,0.0,1.0,0.0,1.0,1.0
210091.0,3,0.0,0.0,1.1901,1.0,5.0,1.0,5.0,1.0,2.0,18.0,1.0,13.0,0.0,1.0,0.0,0.0,1.0,1.0
210092.0,1,0.0,0.0,1.1901,1.0,4.0,11.0,4.0,1.0,5.0,16.0,11.0,11.0,0.0,0.0,0.0,1.0,0.0,
210093.0,2,0.0,0.0,1.1901,1.0,5.0,2.0,5.0,0.0,4.0,18.0,2.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0
210094.0,3,0.0,0.0,1.1901,1.0,5.0,2.0,5.0,1.0,1.0,19.0,2.0,14.0,1.0,0.0,0.0,0.0,1.0,1.0
210096.0,1,0.0,0.0,1.19019,1.0,3.0,9.0,3.0,1.0,1.0,15.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,
210097.0,2,500.0,1000.0,1.19019,1.0,4.0,10.0,4.0,0.0,9.0,15.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
210098.0,2,0.0,0.0,1.19019,1.0,4.0,12.0,4.0,0.0,1.0,18.0,12.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
210099.0,3,0.0,0.0,1.19019,1.0,4.0,12.0,4.0,1.0,4.0,18.0,12.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0
210100.0,1,0.0,0.0,1.19019,1.0,4.0,12.0,4.0,1.0,1.0,17.0,12.0,12.0,1.0,0.0,0.0,0.0,0.0,
210101.0,3,225.0,300.0,1.19019,1.0,4.0,10.0,4.0,1.0,1.0,19.0,10.0,10.0,1.0,0.0,0.0,0.0,1.0,1.0
210102.0,1,0.0,0.0,1.19019,1.0,4.0,11.0,4.0,0.0,1.0,16.0,11.0,11.0,1.0,0.0,0.0,0.0,0.0,
210103.0,1,0.0,0.0,1.19019,1.0,4.0,10.0,4.0,0.0,4.0,15.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,
210104.0,3,0.0,0.0,1.19019,1.0,4.0,10.0,4.0,0.0,1.0,15.0,10.0,10.0,1.0,0.0,0.0,0.0,1.0,1.0
210105.0,1,0.0,0.0,1.19019,1.0,3.0,9.0,3.0,0.0,1.0,17.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,
210111.0,3,0.0,0.0,1.19024,1.0,4.0,11.0,4.0,0.0,2.0,18.0,11.0,11.0,0.0,1.0,0.0,0.0,1.0,1.0
210112.0,2,0.0,0.0,1.19024,1.0,3.0,9.0,3.0,1.0,4.0,15.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0
210113.0,2,0.0,0.0,1.19024,1.0,4.0,12.0,4.0,1.0,1.0,18.0,12.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
210114.0,1,0.0,0.0,1.19024,1.0,4.0,10.0,4.0,0.0,5.0,17.0,10.0,10.0,0.0,0.0,0.0,1.0,0.0,
210115.0,3,0.0,0.0,1.19024,1.0,4.0,10.0,4.0,0.0,4.0,16.0,10.0,10.0,0.0,0.0,1.0,0.0,1.0,1.0
220025.0,2,0.0,0.0,2.18939,1.0,5.0,1.0,5.0,0.0,1.0,18.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
220026.0,1,0.0,0.0,2.18939,1.0,5.0,1.0,5.0,1.0,5.0,20.0,1.0,13.0,0.0,0.0,0.0,1.0,0.0,
220027.0,3,0.0,0.0,2.18941,1.0,3.0,9.0,3.0,1.0,9.0,21.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0
220028.0,3,0.0,0.0,2.18941,1.0,4.0,13.0,4.0,0.0,2.0,19.0,13.0,13.0,0.0,1.0,0.0,0.0,1.0,1.0
220029.0,1,0.0,0.0,2.18939,1.0,4.0,10.0,4.0,1.0,4.0,17.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,
220031.0,3,0.0,0.0,2.18947,1.0,5.0,1.0,5.0,0.0,3.0,20.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0
220032.0,1,0.0,0.0,2.18941,1.0,4.0,13.0,4.0,1.0,4.0,19.0,13.0,13.0,0.0,0.0,1.0,0.0,0.0,
220033.0,2,0.0,0.0,2.18941,1.0,4.0,13.0,4.0,0.0,4.0,19.0,13.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0
220040.0,1,0.0,0.0,3.18953,1.0,3.0,9.0,3.0,0.0,1.0,15.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,
220045.0,1,0.0,0.0,2.18946,1.0,3.0,9.0,3.0,0.0,1.0,15.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,
220046.0,2,0.0,0.0,2.18941,1.0,5.0,2.0,5.0,0.0,2.0,22.0,2.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0
220048.0,3,0.0,0.0,3.18953,1.0,4.0,12.0,4.0,0.0,1.0,15.0,12.0,12.0,1.0,0.0,0.0,0.0,1.0,1.0
220049.0,1,0.0,0.0,2.18946,1.0,4.0,10.0,4.0,1.0,4.0,17.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,
220050.0,3,0.0,0.0,3.18953,1.0,5.0,2.0,5.0,1.0,4.0,20.0,2.0,14.0,0.0,0.0,1.0,0.0,1.0,1.0
220051.0,2,0.0,0.0,2.1896,1.0,5.0,3.0,5.0,0.0,4.0,21.0,3.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0
220052.0,3,0.0,0.0,2.1896,1.0,5.0,2.0,5.0,1.0,4.0,23.0,2.0,14.0,0.0,0.0,1.0,0.0,1.0,1.0
220053.0,2,0.0,0.0,2.1896,1.0,3.0,9.0,3.0,1.0,4.0,14.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0
220054.0,1,0.0,0.0,2.1896,1.0,3.0,9.0,3.0,1.0,4.0,14.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,
220055.0,3,0.0,0.0,2.18974,1.0,4.0,10.0,4.0,0.0,1.0,16.0,10.0,10.0,1.0,0.0,0.0,0.0,1.0,1.0
220056.0,1,0.0,0.0,2.18974,1.0,4.0,10.0,4.0,0.0,2.0,17.0,10.0,10.0,0.0,1.0,0.0,0.0,0.0,
220057.0,2,0.0,0.0,2.18947,1.0,5.0,1.0,5.0,1.0,4.0,19.0,1.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0
220058.0,1,0.0,0.0,2.18963,1.0,6.0,1.0,6.0,0.0,4.0,17.0,1.0,13.0,0.0,0.0,1.0,0.0,0.0,
220059.0,2,0.0,0.0,2.18947,1.0,5.0,1.0,5.0,0.0,2.0,23.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0
220060.0,3,0.0,0.0,2.18947,1.0,4.0,13.0,4.0,1.0,1.0,17.0,13.0,13.0,1.0,0.0,0.0,0.0,1.0,1.0
220061.0,1,0.0,0.0,2.18947,1.0,5.0,1.0,5.0,1.0,2.0,19.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,
220062.0,2,0.0,0.0,2.18947,1.0,4.0,13.0,4.0,0.0,4.0,20.0,13.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0
220063.0,3,600.0,800.0,2.18947,1.0,4.0,10.0,4.0,1.0,4.0,15.0,10.0,10.0,0.0,0.0,1.0,0.0,1.0,1.0
220064.0,1,0.0,0.0,2.18947,1.0,4.0,13.0,4.0,0.0,2.0,17.0,13.0,13.0,0.0,1.0,0.0,0.0,0.0,
220065.0,2,0.0,0.0,2.18947,1.0,6.0,1.0,6.0,1.0,2.0,18.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0
220066.0,3,0.0,0.0,2.18947,1.0,6.0,1.0,6.0,0.0,2.0,24.0,1.0,13.0,0.0,1.0,0.0,0.0,1.0,1.0
220068.0,2,0.0,0.0,2.18974,1.0,5.0,1.0,5.0,0.0,2.0,18.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0
220069.0,1,0.0,0.0,2.18974,1.0,4.0,12.0,4.0,1.0,4.0,18.0,12.0,12.0,0.0,0.0,1.0,0.0,0.0,
220070.0,3,375.0,500.0,2.18952,1.0,4.0,10.0,4.0,0.0,4.0,17.0,10.0,10.0,0.0,0.0,1.0,0.0,1.0,1.0
220071.0,1,0.0,0.0,2.18983,1.0,4.0,10.0,4.0,0.0,4.0,17.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,
220072.0,3,0.0,0.0,2.18974,1.0,4.0,10.0,4.0,0.0,4.0,20.0,10.0,10.0,0.0,0.0,1.0,0.0,1.0,1.0
220073.0,2,0.0,0.0,2.18974,1.0,4.0,10.0,4.0,1.0,4.0,16.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0
220074.0,1,0.0,0.0,2.18963,1.0,3.0,9.0,3.0,1.0,4.0,15.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,
220075.0,3,0.0,0.0,2.18963,1.0,4.0,13.0,4.0,0.0,4.0,17.0,13.0,13.0,0.0,0.0,1.0,0.0,1.0,1.0
220076.0,3,0.0,0.0,2.18952,1.0,5.0,1.0,5.0,1.0,1.0,28.0,1.0,13.0,1.0,0.0,0.0,0.0,1.0,1.0
220078.0,2,0.0,0.0,2.18952,1.0,5.0,1.0,5.0,0.0,4.0,23.0,1.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0
220079.0,2,0.0,0.0,2.18952,1.0,3.0,9.0,3.0,0.0,4.0,15.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0
220080.0,3,0.0,0.0,2.18952,1.0,3.0,9.0,3.0,1.0,5.0,15.0,9.0,9.0,0.0,0.0,0.0,1.0,1.0,1.0
220081.0,3,0.0,0.0,2.18952,1.0,5.0,2.0,5.0,0.0,5.0,25.0,2.0,14.0,0.0,0.0,0.0,1.0,1.0,1.0
220082.0,1,0.0,0.0,2.18963,1.0,4.0,12.0,4.0,1.0,2.0,17.0,12.0,12.0,0.0,1.0,0.0,0.0,0.0,
220083.0,1,0.0,0.0,2.18963,1.0,4.0,12.0,4.0,0.0,5.0,17.0,12.0,12.0,0.0,0.0,0.0,1.0,0.0,
220085.0,2,0.0,0.0,2.18963,1.0,5.0,1.0,5.0,0.0,1.0,17.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
220086.0,3,0.0,0.0,2.18963,1.0,4.0,13.0,4.0,0.0,2.0,19.0,13.0,13.0,0.0,1.0,0.0,0.0,1.0,1.0
220087.0,3,0.0,0.0,2.18963,1.0,5.0,1.0,5.0,1.0,5.0,18.0,1.0,13.0,0.0,0.0,0.0,1.0,1.0,1.0
220088.0,1,0.0,0.0,2.18974,1.0,4.0,12.0,4.0,1.0,1.0,18.0,12.0,12.0,1.0,0.0,0.0,0.0,0.0,
220089.0,2,0.0,0.0,2.18974,1.0,4.0,10.0,4.0,1.0,1.0,16.0,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
220090.0,1,0.0,0.0,2.18974,1.0,5.0,4.0,5.0,0.0,4.0,21.0,4.0,16.0,0.0,0.0,1.0,0.0,0.0,
220091.0,3,0.0,0.0,2.18966,1.0,5.0,2.0,5.0,1.0,1.0,18.0,2.0,14.0,1.0,0.0,0.0,0.0,1.0,1.0
220092.0,1,0.0,0.0,2.18966,1.0,3.0,9.0,3.0,1.0,4.0,15.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,
220093.0,3,0.0,0.0,2.18966,1.0,5.0,1.0,5.0,1.0,4.0,20.0,1.0,13.0,0.0,0.0,1.0,0.0,1.0,1.0
220094.0,1,0.0,0.0,2.18966,1.0,4.0,10.0,4.0,1.0,4.0,16.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,
220095.0,2,0.0,0.0,2.18966,1.0,3.0,9.0,3.0,0.0,4.0,14.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0
220096.0,2,0.0,0.0,2.18983,1.0,5.0,3.0,5.0,1.0,1.0,19.0,3.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
220098.0,1,0.0,0.0,2.18966,1.0,4.0,13.0,4.0,0.0,1.0,19.0,13.0,13.0,1.0,0.0,0.0,0.0,0.0,
220099.0,3,375.0,500.0,2.18966,1.0,4.0,11.0,4.0,1.0,8.0,19.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0
220101.0,3,0.0,0.0,2.18966,1.0,3.0,9.0,3.0,1.0,1.0,15.0,9.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0
220102.0,2,0.0,0.0,2.18969,1.0,3.0,9.0,3.0,1.0,2.0,16.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0
220103.0,3,0.0,0.0,2.18969,1.0,4.0,13.0,4.0,1.0,4.0,22.0,13.0,13.0,0.0,0.0,1.0,0.0,1.0,1.0
220104.0,3,0.0,0.0,2.18969,1.0,6.0,1.0,6.0,1.0,4.0,18.0,1.0,13.0,0.0,0.0,1.0,0.0,1.0,1.0
220105.0,1,0.0,0.0,2.18969,1.0,3.0,9.0,3.0,1.0,1.0,16.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,
220106.0,2,0.0,0.0,2.18969,1.0,4.0,13.0,4.0,0.0,4.0,19.0,13.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0
220108.0,2,0.0,0.0,2.18969,1.0,4.0,13.0,4.0,0.0,4.0,19.0,13.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0
220110.0,2,0.0,0.0,2.18969,1.0,4.0,10.0,4.0,1.0,1.0,16.0,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
220111.0,1,0.0,0.0,2.18969,1.0,4.0,12.0,4.0,1.0,2.0,22.0,12.0,12.0,0.0,1.0,0.0,0.0,0.0,
220112.0,3,0.0,0.0,2.18969,1.0,4.0,10.0,4.0,1.0,1.0,14.0,10.0,10.0,1.0,0.0,0.0,0.0,1.0,1.0
220113.0,3,0.0,0.0,2.18983,1.0,4.0,13.0,4.0,1.0,1.0,17.0,13.0,13.0,1.0,0.0,0.0,0.0,1.0,1.0
220115.0,1,0.0,0.0,2.18969,1.0,4.0,10.0,4.0,0.0,5.0,15.0,10.0,10.0,0.0,0.0,0.0,1.0,0.0,
220116.0,2,0.0,0.0,2.19005,1.0,6.0,1.0,6.0,1.0,5.0,23.0,1.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0
220118.0,3,0.0,0.0,2.19004,1.0,5.0,2.0,5.0,1.0,4.0,17.0,2.0,14.0,0.0,0.0,1.0,0.0,1.0,1.0
220119.0,2,300.0,600.0,2.18978,1.0,5.0,5.0,5.0,1.0,2.0,23.0,5.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0
220120.0,3,0.0,0.0,2.18978,1.0,3.0,9.0,3.0,0.0,2.0,17.0,9.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0
